pool_id,ticker,sigma_ada_228,declared_pledge_ada_228,fixed_cost_ada_228,margin_228,fixed_cost_ada_285,margin_285,z0_k150_ada,z0_k500_ada,f_ada_k150,f_ada_k500_feeadjusted,member_return_per_ada_epoch_k150,member_return_per_ada_epoch_k500_feeadjusted,member_apr_simple_k150,member_apr_simple_k500_feeadjusted,delta_member_return_epoch,delta_member_apr_simple,cost_changed,margin_changed
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,CSN1,284497.362542,20000.0,340.0,0.05,340.0,0.0189,213580000.0,64070000.0,202.8664259222555,202.87879500921335,0.0,0.0,0.0,0.0,0.0,0.0,False,True
pool10j307gzqx5cuqxzgnycg9rwyyutjy2eqyhnkmu2umj6cctcvrqq,,521761.404149,108146.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,372.0873175236687,372.19215206925986,6.149806648884565e-05,6.16989907901787e-05,0.004489358853685733,0.004504026327683045,2.0092430133305421e-07,1.4667473997312958e-05,False,False
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,DOS,5503.59544,1000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,3.9243487094813947,3.92435923556751,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,EARN,8071148.443623,100000.0,340.0,0.05,340.0,0.05,213580000.0,64070000.0,5755.939164764739,5757.806012942058,0.0006374733710407307,0.0006376931050452336,0.046535556085973345,0.04655159666830205,2.1973400450288165e-07,1.604058232871036e-05,False,False
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,CCIO,395319.421889,410000.0,340.0,0.0025,340.0,0.01,213580000.0,64070000.0,,,,,,,,,False,True
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,4919741.218816,1200000.0,340.0,0.005,340.0,0.005,213580000.0,64070000.0,3512.5302850132625,3523.298798853876,0.0006416328609958655,0.0006438107542619648,0.04683919885269818,0.04699818506112343,2.1778932660993433e-06,0.00015898620842525206,False,False
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,1030494.919572,200000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,734.9619797006222,735.3521417740911,0.00038327406782816893,0.0003836526840309843,0.02797900695145633,0.028006645934261856,3.7861620281537866e-07,2.7638982805522642e-05,False,False
pool10mrxnxzfz5rwgnv4cza7a6fmz49qrxauzyffw490hr2jghzmtsp,,272093.587525,500.0,340.0,0.0199,340.0,0.0199,213580000.0,64070000.0,194.01673904238672,194.01705643053813,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,OUROS,2333969.45978,2500.0,340.0,0.029,340.0,0.029,213580000.0,64070000.0,1664.2450810372327,1664.258704533338,0.0005509249353281411,0.0005509306031035538,0.0402175202789543,0.040217934026559425,5.667775412735755e-09,4.1374760512971013e-07,False,False
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,891406.400367,550000.0,340.0,0.1,340.0,0.049,213580000.0,64070000.0,635.8075526085445,636.2592051333833,0.0002986592840685035,0.0003160651572232952,0.021802127737000753,0.02307275647730055,1.74058731547917e-05,0.0012706287402997943,False,True
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,1012.599649,100.0,345.0,0.15,345.0,0.15,213580000.0,64070000.0,0.7220352775960207,0.722035490889734,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,2803264.796837,30000.0,340.0,0.008,340.0,0.008,213580000.0,64070000.0,1998.9540900764093,1999.1486603573483,0.0005870592243774709,0.0005871280775656925,0.04285532337955538,0.04286034966229555,6.885318822155619e-08,5.026282740173602e-06,False,False
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,SPS2,78481917.798721,10000.0,340.0,0.05,340.0,0.05,213580000.0,64070000.0,55962.39548137837,45687.31633535004,0.0006732923607043989,0.000548915619379584,0.04915034233142112,0.040070840214709635,-0.00012437674132481484,-0.009079502116711484,False,False
pool10r8gk6z4epj36rluw3klk5k0uzfcdc0rw9cu0zuyxw56quaksrv,SIMPL,2506609.846492,0.0,340.0,0.04,340.0,1.0,213580000.0,64070000.0,1787.3406424856526,1787.3406424856526,0.0005543132365536492,0.0,0.040464866268416395,0.0,-0.0005543132365536492,-0.040464866268416395,False,True
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,CASP,5847087.284221,100000.0,340.0,0.03,340.0,0.02,213580000.0,64070000.0,4169.847284881701,4171.193269712691,0.0006353508483378469,0.0006421264506262034,0.04638061192866283,0.04687523089571285,6.775602288356438e-06,0.00049461896705002,False,True
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,,618275.240075,100025.042945,340.0,0.03,340.0,0.03,213580000.0,64070000.0,440.9137228566642,441.03517222261706,0.000158321577230054,0.00015851211677836256,0.01155747513779394,0.011571384524820467,1.9053954830857496e-07,1.3909387026525972e-05,False,False
pool10v7h74a4tvwjdyxrpvxgy0p2as7256jyzmhfgtqv9mwxzwgtwdm,PANJ,115141.598183,1000.0,345.0,0.03,345.0,0.03,213580000.0,64070000.0,82.1019453506932,82.10221212845077,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool10w6dqsuflhrczmvle5awchzcteskxke3ce0anmnvza2n2uv3u2f,,1785899.493674,25000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,1273.4815058911317,1273.584448393983,0.0005226954311805917,0.0005227530730037826,0.03815676647618319,0.038160974329276134,5.764182319097869e-08,4.207853092941445e-06,False,False
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,,2.91521,10000.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,,,,,,,,,False,False
pool10zfvfwgsmqu8l53y2p48hjrw5etpxzd5c0jrz727g784y89xkpr,ORCA,155969.506533,125000.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,111.21810035317014,111.22726368163535,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,XSP,15115542.914917,20000.0,340.0,0.0,340.0,0.037,213580000.0,64070000.0,10778.4553127535,10779.161227000292,0.0006905775976099512,0.000665071199770166,0.05041216462552643,0.04855019758322211,-2.5506397839785214e-05,-0.0018619670423043206,False,True
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,5601.668535,1.0,340.0,0.04,340.0,0.04,213580000.0,64070000.0,3.9942753222689253,3.994275335358835,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool122y8c6dqkf864l0uxxnz8uz60dcrxvdm5w6j302z7ft0265f3xu,,1000996.418357,1000000.0,340.0,0.015,340.0,0.015,213580000.0,64070000.0,713.767183141711,713.8169811495421,0.0003677941985035983,0.00036784320071460934,0.026848976490762674,0.026852553652166482,4.900221101106347e-08,3.5771614038076333e-06,False,False
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,529129.196595,100000.0,340.0,0.04,340.0,0.025,213580000.0,64070000.0,377.3391046615796,377.4396518689506,6.774440100033433e-05,6.898818059394867e-05,0.004945341273024406,0.0050361371833582535,1.2437795936143427e-06,9.079591033384701e-05,False,True
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,DOLCA,1107444.528489,50000.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,789.7173899969256,789.8410945140474,0.0003979639890390814,0.00039807345766135617,0.029051371199852943,0.029059362409279,1.0946862227475575e-07,7.99120942605717e-06,False,False
pool125mzd9dmxlkvg0g3fuwl96rxd4jmzha77d9evnetldzl66lvpvz,,14014.705118,15000.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,,,,,,,,,False,False
pool126kcx3ve6xedpdk8gm9gtgs5x2h77tuwe5hjjcrp2nshu2xv8l3,ADAAF,2650.054926,2500.0,4500.0,1.0,340.0,0.0799,213580000.0,64070000.0,1.8896246748099614,1.889625552368157,0.0,0.0,0.0,0.0,0.0,0.0,True,True
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,NAP,58135217.738303,20000.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,41454.53902988828,41457.2566760218,0.0006860059084756046,0.0006860512530507533,0.050078431318719134,0.05008174147270499,4.5344575148745583e-08,3.3101539858584276e-06,False,False
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,ARTZ,1728174.372407,1500000.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,1232.6374872066606,1233.6218176207617,0.0005010248829141552,0.0005015773737489476,0.036574816452733326,0.036615148283673175,5.524908347924245e-07,4.033183093984699e-05,False,False
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,BIZ,226292.180612,10000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,161.36003073195482,161.36508699642036,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool129h7fcs8yjks48u2e69ehe72w7zp0f08rn6squtazateyfu8ms8,FABLE,10007.55,25000.0,340.0,0.0174,340.0,0.03,213580000.0,64070000.0,,,,,,,,,False,True
pool12crd62rxj8yryvshmgwkxza7um3uhaypwdjeel98lnkf529qdw5,0PCT1,673230.841156,1.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,480.0479211182798,480.04792269175596,0.0002080236266030304,0.0002080236289402319,0.015185724742021218,0.015185724912636929,2.337201504380715e-12,1.7061570981979218e-10,False,False
pool12ehtdu5hfffpeqg968gtpqcnjv7hwfj3tshxcw8lg37tqcquhaq,,974915.730964,10000.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,695.174295743899,695.19685242444,0.000353383431951519,0.00035340587489651385,0.025796990532460887,0.025798628867445512,2.244294499483164e-08,1.6383349846227097e-06,False,False
pool12ep0z3h2qhfcmsl7h7ldpgf4cfjlur9v9lqwl8xjwd3qked73f5,,1687656.716665,25000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,1203.426935883333,1203.524135137013,0.0005116128934026121,0.000511670487611624,0.037347741218390684,0.037351945595648556,5.7594209011886145e-08,4.204377257867689e-06,False,False
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,FREE1,528950.144002,300000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,377.2374420451037,377.400230606403,7.039877475666763e-05,7.070653261087227e-05,0.005139110557236737,0.005161576880593676,3.077578542046394e-07,2.2466323356938676e-05,False,False
pool12f3wfgks8s7ga6kltjl98ayljysu3gtgcdx7wsrw4702sfkl3v5,SIMON,107708.212328,400.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,76.80149084779487,76.801591169122,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool12fclephansjkz0qn339w7mu9jwef2ty439as08avaw7fuyk56j6,RDLRT,22572812.113497,225000.0,340.0,0.04,340.0,0.03,213580000.0,64070000.0,16100.607624182476,16112.413883882335,0.0006702834916243492,0.0006777729505052657,0.04893069488857749,0.0494774253868844,7.48945888091651e-06,0.0005467304983069052,False,True
pool12fr472y9lwzjy055gpuvpxdy5slpe0ej20pykdeatl59zg9ren2,CARDX,63317.938787,49000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,45.14962258025141,45.15126952347983,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool12jnulzs7j8lsku4r2a7q6tee6tt66872vwhqh8jxvgzn6837jtl,1JPN,1712520.141224,100000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,1221.2757743293553,1221.6534654294771,0.0005094614630123304,0.0005096798044963923,0.03719068679990012,0.03720662572823664,2.1834148406191072e-07,1.5938928336519482e-05,False,False
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,,1014.271248,500.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,0.7232273790616645,0.7232279800523178,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,1PCT3,35727092.164433,50000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,25477.025652710163,25481.199121978138,0.0006965485822816894,0.0006966642293809909,0.05084804650656333,0.050856488744812335,1.1564709930151924e-07,8.442238249010904e-06,False,False
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,MANT,57761329.141937,100000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,41192.55105034249,41206.05507571196,0.0007001920859621478,0.0007004235381346372,0.05111402227523679,0.051130918283828514,2.314521724893978e-07,1.689600859172604e-05,False,False
pool12pvaxxcv3sgad5jqgfnggn337y76kp02uauptkufjjjes7nxwfm,SVRN,101363.854586,144777.0,340.0,0.034,340.0,0.016,213580000.0,64070000.0,,,,,,,,,False,True
pool12r08n33avu33ncstukwxyr440mgaazmuclay38v0yt34xytu2dq,FALCO,9686.182687,42000.0,340.0,0.05,340.0,0.02,213580000.0,64070000.0,,,,,,,,,False,True
pool12rkpcc250wh03m74lvaqhnj8t89umae2v22gqg5rf470yhg6l4v,GOSLO,71074.591972,26000.0,340.0,0.0,340.0,0.01,213580000.0,64070000.0,50.68098245473986,50.683723795627756,0.0,0.0,0.0,0.0,0.0,0.0,False,True
pool12rv575nj9cfvy0r4th7jtz5x3nt6waht0qe5fdr58ucx77tk7pu,4BIZ,5647.630894,5000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,4.0270520663288325,4.027059641254716,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,NORTH,15300372.422605,10000.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,10910.09891468372,10910.456354567514,0.0006908393222551431,0.0006908626837704004,0.05043127052462545,0.05043297591523923,2.3361515257328512e-08,1.7053906137849814e-06,False,False
pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,BLOOM,172280664.808829,1000000.0,340.0,0.05,340.0,0.04,213580000.0,64070000.0,123017.2567370328,45899.092480553154,0.0006764740200503833,0.00025386905042340893,0.04938260346367798,0.01853244068090885,-0.00042260496962697434,-0.030850162782769128,False,True
pool12z39rkzfylvn9wfe8j6x9ucq6g2l4mw4azj70y0gd8ejczznyj3,BRAVO,660173.43922,310000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,470.84634870967847,471.103069672112,0.0001962179595950296,0.00019660293987098474,0.014323911050437161,0.014352014610581885,3.849802759551375e-07,2.8103560144725036e-05,False,False
pool130sxcuaxh2yc4chs68c4jsep4v7zfhgdqutm60ngdvt9sa2ga06,,3207538.805907,600.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,2287.1406608741995,2287.1451580927246,0.0005949102920103666,0.00059491166604648,0.04342845131675676,0.04342855162139304,1.3740361134041007e-09,1.0030463627849935e-07,False,False
pool130u9tm5kzsjkzlt4zq989s33fne5n9qahkdcmamh688wzrk78g6,HAUS,2794.413809,500.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,1.9925606930258681,1.9925633743165434,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool136903m0kag2amlga2ypcz8wnf7d552qgy5t6vz2pqlzuq2kyshy,DEEP,322752.606257,200.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,230.13913130332153,230.13928207823716,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool136ahugdvaenv8ed0d3m9af4dxxtzu7u3vpfq4mxk7qq6xuvd0ca,BLOXB,402384.878643,50000.0,340.0,0.035,340.0,0.035,213580000.0,64070000.0,286.9385892884811,286.9798167755876,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool136wr0g23dw9daekuyqtgk366vywms6meespgpm3hdguxqczaaug,DDLT,18163097.793791,100.0,340.0,0.05,340.0,0.05,213580000.0,64070000.0,12951.2167542234,12951.220999296676,0.0006596152293254612,0.0006596154513591506,0.04815191174075867,0.04815192794921799,2.2203368939439916e-10,1.620845932579114e-08,False,False
pool137x32lrkprphrd0aa8x4jqz98z6lc0wawlc88hdjeps4qe408ad,KUBE,153854.936037,5000.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,109.70716052642723,109.70890023122504,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,BSP,22058261.099579,40000.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,15729.547280464225,15731.607401605366,0.0006907004926127368,0.0006907929532070022,0.050421135960729786,0.05042788558411116,9.246059426545796e-08,6.749623381378431e-06,False,False
pool138e249zh9l93azsf2pf7wyhxyayzcxdhsrg3vqpfx665c8xa348,LGND,48874.035738,500.0,340.0,0.01,340.0,0.01,213580000.0,64070000.0,34.84970398636863,34.84976051696363,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13fg83xz9t4yunpzjmcras7kqpyssl6247uqva53s6jntskmhvc7,,597.415541,500.0,340.0,0.0,340.0,0.0,213580000.0,64070000.0,0.42598779409608645,0.42598790794320673,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13hc7e9axpm0c4us03rwcw996t8zyz5452p0hpa6ehpy2z6gnqae,AZER,30469.536878,7000.0,340.0,0.025,340.0,0.025,213580000.0,64070000.0,21.726498107722605,21.726882150332504,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13l0j202yexqh6l0awtee9g354244gmfze09utxz0sn7p7r3ev3m,DUCK,1316830.736973,1000.0,1000.0,0.02999,340.0,0.0,213580000.0,64070000.0,938.9687837649664,938.9718591933986,0.0,0.0004548586559957248,0.0,0.03320468188768791,0.0004548586559957248,0.03320468188768791,True,True
pool13n4jzw847sspllczxgnza7vkq80m8px7mpvwnsqthyy2790vmyc,,1151156.978693,50000.0,340.0,0.01,340.0,0.03,213580000.0,64070000.0,820.8887856290471,821.0176035760303,0.00041356644366026253,0.0004053201119438139,0.030190350387199166,0.029588368171898416,-8.246331716448637e-06,-0.0006019822153007505,False,True
pool13n97kqrn3rauruvq6kmqxmu9f3hwzq6rq06wf7lm8e2kvuuyr9t,IKIGA,28225.27426,35000.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,,,,,,,,,False,False
pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,CCJ2,44283060.20542,100000.0,340.0,0.048,340.0,0.048,213580000.0,64070000.0,31580.507413540065,31590.85489969689,0.0006716103837387916,0.0006718328346438466,0.049027558012931786,0.0490437969290008,2.224509050549649e-07,1.6238916069012438e-05,False,False
pool13q8kl9s0kufpl0vjmnrk2f2nz9nle3k9l3pnzh4negaf7kmd80p,,5674.610061,1000.0,340.0,0.05,340.0,0.05,213580000.0,64070000.0,4.046291026249303,4.04630195203973,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13rx88l4d5gpw69e586tfcdeuzmx6f2ys95pqjnlnmlzrs739h0y,btcs,21466851.310907,3000.0,340.0,1.0,340.0,1.0,213580000.0,64070000.0,15307.024157764234,15307.174663178648,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13ucz6778ywff5pmcag4pcknq9gm6j04qtgh65cu9c5mt73t5ulv,GLOBE,70348.073533,50116.0,340.0,0.02,340.0,0.02,213580000.0,64070000.0,50.16278012612072,50.165158315223465,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool13ws3wf9skw0ngg3aze482tdxqsnfmvf4vgy46cux599mxm8n27g,8BALL,781622.681881,808000.0,340.0,0.028,340.0,0.01,213580000.0,64070000.0,,,,,,,,,False,True
pool13wwxqu7sj9cunca3gc8lunqtz8e5un9phrhq52870ful6jw6usm,,2562259.670952,50000.0,340.0,0.0279,340.0,0.0,213580000.0,64070000.0,1827.1476453516266,1827.4415323947208,0.0005642114429054674,0.0005805194333960953,0.04118743533209912,0.04237791863791496,1.6307990490627903e-05,0.001190483305815837,False,True
pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,CARBO,664029.722354,50.0,340.0,0.025,340.0,0.0,213580000.0,64070000.0,473.4870867878889,473.48716438079913,0.00019600012655579245,0.00020102588767801567,0.014308009238572849,0.014674889800495144,5.025761122223217e-06,0.00036688056192229487,False,True
pool13xh3tgwzhr3hn25v5m2dnvqnfcmnzghcfah5t7kzufkywuy7w7v,,13395605.481592,100000.0,340.0,0.02,340.0,0.01,213580000.0,64070000.0,9553.082079206633,9556.195887027327,0.0006740136121528618,0.0006811214275230139,0.049202993687158914,0.04972186420918001,7.1078153701520505e-06,0.0005188705220210997,False,True
pool13zh79cqv3y36cgknzagwegp8y0kuzel2j046jmup97hhjwk5myw,,1051583.677294,100.0,340.0,0.025,340.0,0.025,213580000.0,64070000.0,749.8328916294354,749.8331373832095,0.0003799859944259896,0.0003799862222822553,0.02773897759309724,0.027738994226604637,2.2785626570221915e-10,1.6633507396261998e-08,False,False
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,UNDR,22174503.279126,250000.0,340.0,0.0299,340.0,0.0299,213580000.0,64070000.0,15817.047833258155,15829.924069478386,0.0006770967499947318,0.000677660065285271,0.04942806274961542,0.04946918476582478,5.633152905392021e-07,4.112201620936175e-05,False,False
pool140xj040w37pcufxdhpjne03sn2rd0fxys4m2c0sgjw5pqjnlx8f,LAKE,274576.083523,25500.0,350.0,0.0,340.0,0.02,213580000.0,64070000.0,195.7931115194286,195.80796460298814,0.0,0.0,0.0,0.0,0.0,0.0,True,True
pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8,,102112.206287,50000.0,340.0,0.03,340.0,0.01,213580000.0,64070000.0,72.81382108533045,72.81992303629802,0.0,0.0,0.0,0.0,0.0,0.0,False,True
pool142cpn2gm89q72srv9pt7jtt7p7yg43a8ltfqhz3jp3t3xuh7x48,QUASR,10324.370808,100.0,345.0,0.045,345.0,0.045,213580000.0,64070000.0,7.36180389059411,7.361806280243914,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool144cfav5vd6vwaej6cspzea3pjfvdcjg86uzv9phxegz87ynw2zz,,247531.286546,114509.625174,340.0,0.03,340.0,0.03,213580000.0,64070000.0,176.51770129965456,176.55345613238703,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool144m894gswuy3se407ma5870nkaw5ylykrak73gf4kpepj50ulfa,CLUB,3579246.256395,0.0,369.0,0.03,340.0,0.03,213580000.0,64070000.0,2552.185100713807,2552.185100713807,0.00059165796259722,0.0005995171591947552,0.043191031269597065,0.04376475262121713,7.85919659753516e-06,0.0005737213516200667,True,False
pool147t2chee9vcyjxtafwd8emkjj88f9dra0xa2clgwlr6m7tzdzvz,GIGAX,27446.602055,10000.0,340.0,0.03,340.0,0.03,213580000.0,64070000.0,19.571001628649103,19.57140952163629,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool1488f5rzus7kpu3zr6zwyw8mdy0rj4m3knssv58enurgsx40msjf,,1087.461798,500.0,350.0,0.02,350.0,0.02,213580000.0,64070000.0,0.7754160101397138,0.7754166966618891,0.0,0.0,0.0,0.0,0.0,0.0,False,False
pool14a39gegmmc0xp7u3vr2lxggpphjm97nef6d35ytrukfwqvavj8j,,27786.045665,5000.0,345.0,0.02,340.0,0.005,213580000.0,64070000.0,19.812981591709086,19.813247902933462,0.0,0.0,0.0,0.0,0.0,0.0,True,True
pool14cautfm2e8jxv79tv59grnryjxs8f2wewz66wup695xgu7wjnvr,,301778.263104,2020.0,340.0,0.022,340.0,0.005,213580000.0,64070000.0,215.18389692682842,215.18531219008722,0.0,0.0,0.0,0.0,0.0,0.0,False,True
