pool_id,pool_name.name,pool_name.ticker,pool_name.description,active_stake,live_stake,pledged,live_pledge,blocks.epoch,delegators,epochs.0.no,epochs.0.data.epoch_stake,epochs.0.data.delegators,epochs.0.data.block.minted,epochs.0.data.reward.member_lovelace,epochs.0.data.reward.leader_lovelace,pool_update.active.margin,pool_update.active.fixed_cost,pool_update.active.pledge,saturation,f_reward_ada_a0_0.3,f_reward_ada_a0_0.303,f_reward_ada_a0_0.33
pool1jt7d6ak3m8gnjyxtuxfswe258xzwda80ndl0a57vv5m2zv8h6at,Cardanistas StakePool,CARDs,"A stakepool, based in Brazil, that supports education and diversity on Cardano Community. // Uma stakepool, com sede no Brasil, que apoia a educação e a diversidade na Comunidade Cardano. ",12252834607760,,1469696915,,1,6120,644,12252834607760,6120,1,0,294603220,0.029,340000000,1000000000,,3639.0488252236,3630.6705616310,3556.9670398019
pool1ju00mkurj9t920staddyd3ln9r98kktx38jrer0zp82eg8x36jf,,,,114848902,,114848902,,0,1,644,114848902,1,0,0,0,0.02,340000000,5000000,,0.0341095264,0.0340309933,0.0333401386
pool1ju8f57hyvaa32tp85r468kuedvmjmcy56f8u9968drea57p50l5,Aichi Stake Pool,AICHI,"委任者様に安心して頂けるプールを目指します！ With low fee, please stake with us, a Japanese stake pool run by JPN-ENG bilingual SPOs, who want to dedicate themselves to Cardano. We promise to be your most reliable stake pool!!",71350410441342,,143984045261,,80,1284,644,71350410441342,1284,80,23075784781,501480010,0.005,340000000,100000000000,,21202.5053396388,21153.8069086260,20725.4071771604
pool1jufp9k6gmyusvch65ra8yk2s7wu6cx5fsgnltl83p93ejg6h3xg,Cardanode: 0.00% Fee & 100% Rewards Guaranteed,FUND,Maximize rewards with 0.00% fee and our 100% rewards guarantee. Our servers are monitored 24/7 with redundant connections and live backups. We're a dedicated team that's here to stay.,13726138481618,,668044341601,,17,606,644,13726138481618,606,17,4301053639,715172697,0,495000000,500000000000,,4086.7078159965,4077.3995933065,3995.5152282897
pool1jv4yvr5edp7qp690hk3qfudwmw28n2wygjxyhaecqkzeqh0wlem,WEED,WEED,STAKE. SMOKE. LEARN.,1777215275589,,1758513810,,0,394,644,1777215275589,394,0,0,0,0.042,170000000,420000000,,527.8272789023,526.6120561931,515.9217511580
pool1jv9pf6w2fmjqpaekyt74tjkmjxhma8wsqs8ur3dte45tqdxe3t0,IC-Pool1,ICP1,ICode-Cardano-Pool1,104290789486,,63626322,,0,5,644,104290789486,5,0,0,0,0.03,340000000,0,,30.9738295144,30.9025160920,30.2751724508
pool1jvknf3dwtnqln5hcjrh5m7s979revuj5dlxr0337nwmm6p7250q,SQQQ Stake Pool,SQQQ,SQQQ Private Stake Pool,7268524531946,,8944134387,,5,7,644,7268524531946,7,5,0,1473010974,1,170000000,100000000,,2158.7886004450,2153.8189952150,2110.1014153729
pool1jwgt6tydz6f4kw7la2hxxqwzq0m8spj3reyju08nm07xjnlg3d0,,,,381025852,,2260736,,0,2,644,381025852,2,0,0,0,0.075,340000000,0,,0.1131626967,0.1129021533,0.1106101548
pool1jwpt6qmmkvfusvwan4f9pfhn7pljsm33lcqf7ftya3mtc0fs2nz,,,,144698748,,144698748,,0,2,644,144698748,2,0,0,0,0.01,340000000,100000000,,0.0429747753,0.0428758311,0.0420054195
pool1jx4ss2zjage3cw0wht3450328y82yeprmq4fr3e2qtac2rhezkv,ZZZ5,ZZZ5,日本語徹底サポート付YUTAプール5：悪いプールの事後的な料率変更によるステーキング報酬搾取にご注意…YUTAプールは1000人超コミュニティサポートの実績による”信頼”が売り！そのような悪いことをしません。重要ニュース随時共有、気軽にご参加ください！,19863880588346,,55984034749,,16,269,644,19863880588346,269,16,4144119546,570423647,0.05,340000000,50000000000,,5900.7445393828,5887.1715124560,5767.7696966335
pool1jxv3my3c70e8pfr0cgm6esatehey2ml3v0qk8x236aw32eu0fcy,ADA Coinz,COINZ,Grow your ADA coins with COINZ.,882588313149,,235436543232,,0,170,644,882588313149,170,0,0,0,0.01,250000000,100000000000,,262.2999648095,261.6978050735,256.4006104030
pool1jyn6ynmz6qcpr48et0rkdk9j4vuyn6d0qdlsahc0jls8jrs708g,,,,11536676262,,1377437325,,0,3,644,11536676262,3,0,0,0,0.01,345000000,1000000000,,3.4263489115,3.4184603177,3.3490644178
pool1jyutduy73e5u9877uns3k9rm0tf4r24j8lrn4xtkjpl3q5sn5mw,"Koala Pool stake, earn, & save Koalas コアラを救え",KOALA,A Cardano stakepool dedicated to supporting Koalas & decentralisation,1501809247922,,699789655,,1,342,644,1501809247922,342,1,120828893,173773527,0.03,170000000,500000000,,446.0307405521,445.0038207306,435.9700147818
pool1jz4vmzq5zkedem6wep8c99fxatxgvymlvdzs9qxxn7xsuv4m8um,,,,6001245,,6001245,,0,1,644,6001245,1,0,0,0,0.01,340000000,100000000,,0.0017823385,0.0017782349,0.0017421354
pool1jz5ljsnj4fzmk84j0wcw9ldy866dn07nzqg2ktyuyjvfvr3jgtq,Digital Fortress,DIGI4,A bare-metal stake pool established December 2019,30973280350189,,215031763262,,36,900,644,30973280350189,900,36,9795009217,819449467,0.04,340000000,215000000000,,9206.5254478158,9185.4045835721,8999.6044996238
pool1jzk8rwf2fs5l02dmm6pm5tnw9stmd8jpmvsy54085vu2u2656re,eToro Pool 11,ETO11,"eToro is the world’s leading social trading platform, which offers both investing in stocks and cryptocurrencies, as well as trading CFD with different underlying assets.",50000242227199,,0,,52,4,644,50000242227199,4,52,0,15319308205,1,340000000,0,,14849.8118097533,14815.6219130309,14514.8536486311
pool1k0d5szkmzsw6035ytsm8dv75d4ewu5gkm7c7dhsjug9uvkaunz3,,,,96634341,,96634341,,0,1,644,96634341,1,0,0,0,0.15,345000000,100000000,,0.0286998965,0.0286338185,0.0280525304
pool1k0h45kcsfynjfyplgn6qpaw40n3cvlcrdryez04x40ayq6w9dgh,,,,7054091,,7054091,,0,1,644,7054091,1,0,0,0,0.2,345000000,100000000,,0.0020950283,0.0020902048,0.0020477720
pool1k0ucs0fau2vhr3p7qh7mnpfgrllwwda7petxjz2gzzaxkyp8f88,POLYPool,POLY,"PolyPool - Your committed partner for staking services. 24/7 uptime, 0% fees until saturation (then 1%)",69110361740577,,1005749878996,,67,2588,644,69110361740577,2588,67,19183766010,630608035,0.009,170000000,1000000000000,,20605.1729692996,20558.5277637872,20148.1902416106
pool1k0uv5fhsr74we0w7gfkv6m7r9rfpvgz2u7v66ppe0vxsvj0pzvt,,,,1367097607,,107621522,,0,3,644,1367097607,3,0,0,0,0.9,340000000,100000000,,0.4060210326,0.4050862198,0.3968626787
pool1k0w7n5rfxdzgfxpy8x6t7zfy6pfwrp54se7ezhxxed2x7mfmszy,,,,0,,0,,0,0,644,0,0,0,0,0,0,340000000,60000000000,,0.0000000000,0.0000000000,0.0000000000
pool1k0xa8wlsntmjhtw2shj3tspqd4kjyquw9tuyx5s7zz5jsyw4y2p,Waldmops,WMOPS,Der wilde Waldmops,6181736513282,,3070292909736,,2,471,644,6181736513282,471,2,211076253,378461823,0,170000000,150000000000,,1847.7861759596,1843.6500249058,1807.2643351843
pool1k0xrqp03mn9u3q3sadndd6vu9udl5v38xpzyw0shm8sskuxw2av,JAPAN2,JP2,JAPAN2つ目のプール。東京発・安心ステーキングで、あなたの心に安らぎを。複数のステークプールと戦略的提携、災害時にも安心なクラウドサーバー、安心安全平穏なステーキングライフをお届けします。,36222079108682,,58675843019,,33,135,644,36222079108682,135,33,8900114250,823633437,0.05,340000000,50000000000,,10760.2094948693,10735.4597614475,10517.7365426235
pool1k2224hj6uhdgkflj6ncqvmfhqvhlhj0t8crhqux5mphwwumupec,Upbit Staking,UPBIT,Cardano Stake Pool for Upbit Staking,35864351698487,,35842795348724,,30,1,644,35864351698487,1,30,0,8844880041,1,340000000,200000000000,,11335.4136793402,11316.1383919514,11146.5738337182
pool1k26f25u5uqvhxuj20x3p72kx5gx4lc658f55kr328y5xzh0x4et,RareEvo,BICKS,RareEvo - A BlockChain Event,25378110549,,503901303,,0,2,644,25378110549,2,0,0,0,0.15,345000000,100000000,,7.5371812055,7.5198279006,7.3671710074
pool1k2cj852umvq5f527x9u7p58mnletdzx29gr4e4npv4nc6m3hch9,,,,921332464717,,165188138654,,0,12,644,921332464717,12,0,0,0,0,340000000,125000000000,,273.7748688331,273.1459711780,267.6135632345
pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu,,,,14692412478449,,485265834,,12,2154,644,14692412478449,2154,12,31950798,3503272719,0.99,340000000,0,,4363.5782607881,4353.5317310368,4265.1524843524
pool1k2rhjxppp87k488zfeu9t24hl4jgjrjcqxwfg4q7jcu6wvkfwpn,,,,1289969,,1289969,,0,0,644,1289969,0,0,0,0,0.01,340000000,200000000000,,0.0003831141,0.0003822320,0.0003744724
pool1k2yfr7tapqzfgdn7vq2u44225rtqxctelr6dp0xjqggrwnx9hnw,Block Producer - Fluid Tokens Ambassador $FLDT,BPP,Cardano Pool Operater from Austria with Multi Language Support 7/24/365. Fluid Tokens Ambassador $FLDT Join our pool and stake ADA with us! 0% fee - 100% rewards,85424348720,,27027002115,,0,34,644,85424348720,34,0,0,0,0,340000000,27000000000,,25.3724019220,25.3140031395,24.8002694889
pool1k3mtxd2duy4848gx8knvlsas7w77f3k2cplwk6hjul72646fjte,Duck Puddle,QUACK,A small pool with a duck in it.,14420188426,,1002437424,,0,2,644,14420188426,2,0,0,0,0.01,345000000,1000000000,,4.2827363980,4.2728760693,4.1861348323
pool1k3nkfa5ugavrpd9nwd3s6yyx454qxnquxwmux4rzfunl7q0z38t,Kiln,KILN9,Enterprise-grade staking made easy,40549675566282,,2665358294,,47,4,644,40549675566282,4,47,12830144060,1016159094,0.05,340000000,100000000,,12043.1668847183,12015.4401878797,11771.5286442620
pool1k3wpsc8q8za2qeptx5kv73r76hs5gvp59gga6ad6u5hnj3scy3q,Cardano Pools United,CPU,Big collaboration of small stake pools and skilled pool operators.,30645771776,,4204171603,,0,8,644,30645771776,8,0,0,0,0,170000000,4000000000,,9.1017625432,9.0808081098,8.8964721169
pool1k5a5e3ylva34qpmwdywv7fn75wt3gzv423e9uw2vmw5rqjc2q7t,MaxCardano🚀🚀0% Fees🚀🚀,MAXC,"Empowering the Cardano community with a reliable, low-fee stake pool. Join MAXC and support decentralization and sustainability!",70154585652,,503373352,,0,4,644,70154585652,4,0,0,0,0,170000000,500000000,,20.8355872451,20.7876162260,20.3656155314
pool1k633phcvz2hjhj45evwwau4w576jpq83acg5h84w23jauqu56cw,#4 Nordic Pool,NORTH,"Your trusted stake pool operator, established at main-net launch. Official SundaeSwap Scooper. Stay updated, request support, and hang out with our great community at the NORTH Telegram group.",76296499045325,,11008965045,,66,1634,644,76296499045325,1634,66,19097279186,343084408,0,340000000,10000000000,,22660.6285751260,22608.4648477036,22149.5809297774
pool1k65vmd0uyy0k5eylunwakd99m9j0n2hfynkxzd9472276m32p50,Feel-Mining,FM2,node fr managed by Feel Mining,244251759,,147225972,,0,2,644,244251759,2,0,0,0,0.03,345000000,100000000,,0.0725415181,0.0723745002,0.0709052449
pool1k6altfangsst2mmxg8a9wvg3dppyszu8ckfzd3uv6azgw3z2txy,02  ▫  Elite Stake Pool,ELITE,"Established Epoch 208 2020. Committed to Cardano, our delegates and building community tools. High pledge, low margin Operator.",1370499612187,,312979951088,,2,150,644,1370499612187,150,2,192670712,397070015,0,340000000,300000000000,,407.4136240785,406.4794183459,398.2612175401
pool1k6knum588fm9fe5tmljeytyx65rv6h5jn8au824t86zt62nyd9e,ADA.ZONE,ZONE,Reliable London Stake Pool 🇬🇧,380134821383,,0,,0,137,644,380134821383,137,0,0,0,0.01,170000000,0,,112.8980642578,112.6381301114,110.3514913798
pool1k6u3rdl30ruf85q3jpzcfyq4ta0umrxdlt30rcpxqqasumcnkgu,,,,1008611006,,1008611006,,0,1,644,1008611006,1,0,0,0,0.005,345000000,1000000000,,0.2995522214,0.2988625386,0.2927954044
pool1k7asvr2vd28jxw25fsh9pxckt5ykadhn8ua4x88vu39dzquvqvh,PrizePool,PRIZE,The premier stakepool for cardano investors,499489389,,28915983067,,0,1,644,499489389,1,0,0,0,0.018,340000000,300000000000,,0.1483457499,0.1480042017,0.1449996052
pool1k7ku4sqvepztwqfvqj7wjadcsw96mancwyf8spty9tm0jfnwls9,,,,240722383,,0,,0,1,644,240722383,1,0,0,0,0.01,340000000,20000000000,,0.0714932954,0.0713286907,0.0698806646
pool1k7zrx5rw6cvef9m5qtp9sy4e53u93kwqx73ykz7md9gmwgf56yk,TreFi_Capital,TREFI,,10662851655882,,748055989,,6,11,644,10662851655882,11,6,1413221122,354375283,0.01,340000000,10000000,,3166.8206334272,3159.5295031597,3095.3894850165
pool1k8dm3fwajc6c8s32accfwqw8dqawl6k243z43cf74uxu7457z6l,,,,39364368335038,,39387105381895,,40,1,644,39364368335038,1,40,0,11784083234,1,340000000,0,,12595.2110240190,12575.2332392647,12399.4888169902
pool1k8l84smxjczp2mpqmn7qsd23j7h4vd7rwagdscsrjecvgplkmw8,,,,1000000,,1000000,,0,0,644,1000000,0,0,0,0,0.02,340000000,600000000000,,0.0002969948,0.0002963110,0.0002902957
pool1k8mxlherc4vmfk9pmxs0rk27qmu3sqy0gsdck4gwduz57xsepak,Lo-Fi Stake Pool,LOFI,For vibing and decentralize staking.,2239710944,,1142469070,,0,4,644,2239710944,4,0,0,0,0.01,340000000,100000000,,0.6651839387,0.6636524475,0.6501799305
pool1k8s63hvxl5un403f0lwqm87f7svwn2j7vpeflgupvkhqkjpknut,,,,2141646986382,,557104176,,5,2,644,2141646986382,2,5,1224511612,248499359,0.06,170000000,100000000,,636.0593836419,634.5949474715,621.7123134913
pool1k8w7ylxa542hwymnwmuumpnudz7j9ae582wqecxv9n24zu8fptq,DAO Pool,DAO,The DAO Pool: Powered by Perplexus.,14834495919,,1428907188,,0,80,644,14834495919,80,0,0,0,0.02,340000000,25000000000,,4.4057901245,4.3956465449,4.3064135516
pool1k93a7tazk6uhy0pe26pau9hthyn9kmtdcdl9er5kw9w82fl5j2w,Life,LIFE,Life Is Better When We Unify,306685167,,200285130,,0,2,644,306685167,2,0,0,0,0.01,345000000,450000000000,,0.0910839235,0.0908742140,0.0890294013
pool1k99yncea8tq9pfeks3yymyj6fwjf4apx0s490j09m4y66vtyufr,ADA TO THE MOON,PUMP,"We are committed to the Cardano network regardless of price. Our pool has 24/7 uptime, globally distributed nodes, and is backed by cyber security experts. PUMP & HODL!",1809472213659,,76607815693,,5,50,644,1809472213659,50,5,1085196358,387853417,0,340000000,6942000000,,537.5565540479,536.3204187487,525.4461458166
pool1k9xjmvud972vng83669mkveaedteaprnfflqv047y66ugtqjyyq,,,,1167085052,,498625042,,0,3,644,1167085052,3,0,0,0,0.15,345000000,100000000,,0.3466185716,0.3458205281,0.3388001450
pool1ka8q6my2a5fennpr2nmrj5yzma27d2fkev8lmpfq90kxzjszwgm,,,,366625702,,365625702,,0,1,644,366625702,1,0,0,0,0.02,345000000,100000000,,0.1088859265,0.1086352298,0.1064298530
pool1kccqxg032r6dcqqpvmv87azttcug5ug6cur9pa7qkuwc5ze4pxa,ADA is the best,HUDO,HUDO is committed to operate for long-time. All for decentralization!,29017709990,,872818026,,0,20,644,29017709990,20,0,0,0,0.01,170000000,0,,8.6181371311,8.5982951938,8.4237458200
pool1kcrpxr6rqyqu0zlpdflma4565qrxtz4u4whcqhsan6335g5uext,GlobalStake [Bare Metal],GLOBA,Institutional Bare Metal Staking & Web3 Infrastructure,32479113,,1899062,,0,1,644,32479113,1,0,0,0,0.06,170000000,1000000,,0.0096461277,0.0096239186,0.0094285458
pool1kcrr7re05pwesye0zh00a4xxnsrw5c29rd82fn4qecdcqu5rue3,ADA for Warriors,4WARD,Mission-driven single pool that donates a portion of it's op's rewards to the Third Option Foundation and 500 Rising.,439538566146,,207153177644,,0,61,644,439538566146,61,0,0,0,0,170000000,200000000000,,130.5962708477,130.2961434741,127.6559252259
pool1kcvaxe4q4npwt28qlr3h84htjf4qrqglqk3cr2484ptycr0ldut,Responsible Rose Coanda,RRC,,55591953866760,,0,,52,3,644,55591953866760,3,52,14230342794,1088965410,0.05,340000000,0,,16510.5210752120,16472.5075961440,16138.1033065982
pool1kcw2kqj27qe7ntsz9fhvyvyvpf7prclwc5jq4cw0qydh7cygcek,Input Output Global (IOHK) - Private,IOGP,Our mission is to provide economic identity to the billions of people who lack it. IOHK will not use the IOHK ticker.,0,,0,,0,0,644,0,0,0,0,0,1,500000000,64000000000000,,0.0000000000,0.0000000000,0.0000000000
pool1kcwfpv65agclgu9p6eetn6x4q0zexzgr5v2cl9255qlwjjqr56v,,,,1773860,,1773860,,0,0,644,1773860,0,0,0,0,0.01,340000000,10000000000,,0.0005268272,0.0005256142,0.0005149439
pool1kdfznpenxa9wwcz8tweump45k5h78h8hl4slv78fdypsug9ypc6,DOW Pool,DOW,"This pool supports DOW and CARDAW, who are working hard to implement and develop the Cardano blockchain.",357360789813,,11351723494,,1,36,644,357360789813,36,1,0,294613160,0.015,340000000,10000000000,,106.1388100456,105.8944833078,103.7451428328
pool1kdhhrsl8av6gzr7vrf5q06pwlrsr8646wkjkg0h550tw6vxf8mv,VIVA Cardano,VIVA,"VIVA Cardano, the excellent source of passive income.",32094476337,,846849674,,0,10,644,32094476337,10,0,0,0,0.029,340000000,500000000,,9.5319229087,9.5099771118,9.3169201014
pool1kdr3lv2e7h5tx3gp3fwrpxhaj8cxh7v422uwj84enqxf6j5flj7,Reyts Stake Pool,REYTS,Reyts Stake Pool is owned and operated by Reyts Fintech Inc. based in Canada. We are committed to building DApps on the Cardano Network and supporting the growth of the community,400299099,,107249204,,0,4,644,400299099,4,0,0,0,0,340000000,100000000,,0.1188867859,0.1186130638,0.1162051326
pool1keasvddt9vndl8jyhg204s6kqusv5zgzg3kk3l3g949ew402ahe,Upstream,UPSTR,"Upstream is an independent Stake Pool Operator. Hosts of London Cardano Social and the 2022/23/24 London Cardano Summits. Providing community driven events and educational content. Actively supporting decentralisation, sustainability and SPO alliances.",261145155441,,15719993535,,2,50,644,261145155441,50,2,390055835,199180522,0.01,170000000,15000000000,,77.5631873613,77.3846517441,75.8140752615
pool1kez2gdqpwq2d3xd5k5q4enea59sp8tmgqsyt0rtmgxvuyykz8qg,Cardano Simple,CSPS1,"Cardanosimple's mission is to have highly available, optimized and secure staking pools available globally",561645229,,10176589,,0,3,644,561645229,3,0,0,0,0.04,345000000,35130209624,,0.1668057174,0.1664216675,0.1630431831
pool1kf0c6a38vy9t7muc2jpfefdc0y6ey8386ujtn6rtly25y5yxwqf,Figment 12,FGMTC,Cardano Pool by Figment,1026353314341,,9820727,,1,3,644,1026353314341,3,1,112140798,182461281,0.1,170000000,2,,304.8216062277,304.1197914402,297.9459320315
pool1kffetqjt06qvk4995tz3e3q9h3c8cdq9eedrz8qr3ynnc63qckz,#Luna Staking,LUNA,Peak Luna Staking to earn high and safe rewards. Low fees. Established on March 20th 2020.,768545594961,,2540705578,,0,81,644,768545594961,81,0,0,0,0.01,340000000,1000000000,,228.2562799837,227.7307698052,223.1078607164
pool1kftku3r6truhvjm75gsh9pm33zfv7nuwas88m5sxqqknyyj82gf,NORBY,NORBY,NORBY AI Cardano staking pool #1,4406979749,,1050475,,0,20,644,4406979749,20,0,0,0,0.01,170000000,500000000,,1.3088500630,1.3058365940,1.2793271297
pool1kfu02878dsz2l2pml9r42fvh32l4zn3msjvgfx077q3yx2xgul8,Women in STEM Pool,WOMEN,"A pool allocating profits to supporting and promoting Women and Young People in Science, Technology, Engineering and Maths",10738508606,,10729466,,0,10,644,10738508606,10,0,0,0,0,340000000,25005000000,,3.1892813200,3.1819383866,3.1173426565
pool1khwvcz8jz9auk53k698ywgr6ams27hrz20vnwqx2d4xggscp93f,[CBUS] - Cardano Pool - Cryptobus.FM,CBUS,This is a Cardano stake pool from the non-profit cryptobus.fm initiative. We are located in Liechtenstein. The setup is georedundant and managed by people with 30 years of IT experience. You can read more at pool.cryptobus.fm,1252857377449,,25097800000,,0,30,644,1252857377449,30,0,0,0,0.015,345000000,25000000000,,372.1275475312,371.2711222638,363.7371556262
pool1khyv2zj3asyhz76a4r2ky42sdxn3gqu3lcyw3sj74trmwhlc5ud,🌴 PALMA Staking Pool,PALMA,Come stake with us in Palma de Cardano.,764030001311,,58075770202,,0,20,644,764030001311,20,0,0,0,0,340000000,50000000000,,226.9600912774,226.4380135737,221.8452999395
pool1kjd9ff9u5ytq4atavv2dfsg3pvxqw8d50642pzmpn386zel0ka8,Hash Valley,HASH,The perfect visionary Cardano stake pool.,433160211263,,103303983976,,1,44,644,433160211263,44,1,92559705,202130749,0.025,170000000,101000000000,,128.6855587026,128.3896671506,125.7867113918
pool1kjhpg98jhm08usqg4sh5x9esa595apyw75qczyjp3z24g0cdate,,,,12059156057595,,1486679131,,11,4,644,12059156057595,4,11,2886035573,354588568,0.06,170000000,100000000,,3581.5272116277,3573.2813836813,3500.7428972360
pool1kkfkdces5mdcyc9dn2hgg3463jggjvw3h89nejjarkz25uavaqu,1 Percent Pool #9 (v1),1PCT9,The 1 Percent Pool is dedicated to run stake pools with only 1% fee - ALWAYS!,16408785271812,,60858207735,,12,242,644,16408785271812,242,12,3152207070,383699897,0.01,340000000,50000000000,,4874.4681466685,4863.2566895102,4764.6295851851
pool1kkmk9dnzrrjtnsejttydecmq63x4dpkln70yfledaednj7mf7rk,Luminapool,LUM,"Luminapool aims to be among the best performing pools. Let's enable Cardano's potential together! Symmetrical fibre network, redundant hardware. Backed by bare metal servers located in two countries, to guard against localised outages.",548135583956,,2716669250,,0,53,644,548135583956,53,0,0,0,0.0238,170000000,2000000000,,162.7951196197,162.4203205246,159.1232157031
pool1kkqc725ffjcarn2ycawan340fkf476276c5yxy9nw3u5x3xluyg,,,,201640658,,201640658,,0,1,644,201640658,1,0,0,0,0.06,170000000,200000000,,0.0598862264,0.0597483456,0.0585354092
pool1kks6sgxvx7p6fe3hhnne68xzwa9jg8qgy50yt3w3lrelvns7390,Lido Nation,lido,The Future is for Everyone.,630859941025,,1352468176,,1,195,644,630859941025,195,1,92506430,202081164,0.02,200000000,1000000000,,187.3630988367,186.9317277113,183.1369591645
pool1kkwd6say8twq3z9e36v57adw02j2x52ascd6eumxy5zd66qm4fa,Nodeasy,NDE,"Nodeasy, for staking economy.",11271452921,,15723170,,0,10,644,11271452921,10,0,0,0,0.03,340000000,10000000,,3.3475630800,3.3398557226,3.2720541582
pool1kl2vuauwfc5k0avf874ym5tcm04ywa22frleszhujeccj4va3lt,n/a,N/A,n/a,70092705538052,,66829930694,,78,4,644,70092705538052,4,78,21486507451,1492454854,0.05,340000000,0,,20822.5517773672,20774.6640738643,20353.3963062074
pool1kl7qlqtzxamrj8qwutn6ww0ksw3m7chwuewztqr6uu6yz0nuqtn,,,,7065623281,,1100480403,,0,5,644,7065623281,5,0,0,0,0.05,340000000,1000000000,,2.0984608991,2.0936295218,2.0511279321
pool1kllc67fn00yqpffw8e9dqnlcaa733h9u5nwx97vhtjlw2t5e56j,KeenPool,KEEN,KEEN LLC experts are highly qualified DevOps team who will care for your AdaPool.Also i want to mention that Keen expertes are ISO/IEC 27001certified so it's there daily job to cover your funds security with Keen Monitoring systems and Failover topology.,9892022,,9892022,,0,1,644,9892022,1,0,0,0,0.015,340000000,1000000000,,0.0029378791,0.0029311150,0.0028716111
pool1klq8yy3rr6k4ez7uwkzz5ku3yuym3eeg6g2ne3p9f4hnzfycfkl,,,,47868172,,2493879,,0,1,644,47868172,1,0,0,0,0.075,340000000,0,,0.0142165982,0.0141838662,0.0138959230
pool1km88m74x0l6gax9whuw9v86ftejwztxyg4arfh5cartjv8eqsze,,,,100380823,,100380823,,0,1,644,100380823,1,0,0,0,0.15,345000000,100000000,,0.0298125822,0.0297439423,0.0291401179
pool1kmmahq4upmm5j8fkh3xa9vd7gdffkp8pd4axucfh4w4dw549yqe,,,,77026458265470,,76976501880310,,32,1,644,77026458265470,1,32,0,11999039826,1,340000000,71000000000000,,29646.5365632875,29645.8239154527,29639.5547578084
pool1kmsr376syqkluhxvv8k2axugqw7unjmlkwhfxjxtj7cw7qcn0jn,CARDANIANS.io #4,CRDN3,We are guards of cardano - we are Cardanians.,15509410949401,,101490692421,,18,1880,644,15509410949401,1880,18,4824822545,470628154,0.02,340000000,100000000000,,4608.0138719918,4597.4224307075,4504.2496013643
pool1kn059wyuuff0srprtvufv327th542l4c25e5hhcmwlsjymwr32d,,,,504683670,,503612018,,0,1,644,504683670,1,0,0,0,0.02,340000000,500000000,,0.1498884249,0.1495433250,0.1465074831
pool1knwd92dnngrypyvj3egguuxtl8g8elxarlvaqsyjewvh7sjla2g,,,,14144899478,,14009822531,,0,2,644,14144899478,2,0,0,0,0,340000000,14009822531,,4.2009637706,4.1912915814,4.1062054059
pool1kp0wl7kxn0zt5xtmld72s98rv6ejpufvl39qk26h99nqshmkmge,Input Output Global (IOHK) - Private,IOGP,Our mission is to provide economic identity to the billions of people who lack it. IOHK will not use the IOHK ticker.,0,,0,,0,0,644,0,0,0,0,0,1,500000000,64000000000000,,0.0000000000,0.0000000000,0.0000000000
pool1kprt6l4quz03dhqx8jw22spdjvp5dkshdnn567vlexqkj35hd8a,Bedrock Staking,BDRK,A foundation to build on for Cardano,3231201559999,,39722293520,,4,278,644,3231201559999,278,4,996136365,182384935,0,170000000,25000000000,,959.7958210991,957.5874615647,938.1605393447
pool1kqpy3de52m07versalrkqd57w2qh5cze3wupwrgx39m5gvtkjct,,,,2249499805,,493619014,,0,2,644,2249499805,2,0,0,0,0.01,340000000,480000000,,0.6680907349,0.6665525467,0.6530211165
pool1kqrsr700m267q9tz4pw4rjeg69nkahk5wuy3kkw479y56fqfy9t,,,,0,,0,,0,0,644,0,0,0,0,0,0.015,340000000,3250000000,,0.0000000000,0.0000000000,0.0000000000
pool1kqxgjf0zl60g88fxl3l8tpwu52pq78es33kqyaahgr2a7xh9g9t,RUG WATCH POOL,RUGWA,An official stakepool of RUG.WATCH,294768139,,247455053,,0,2,644,294768139,2,0,0,0,0.069,340000000,420000000,,0.0875446172,0.0873430564,0.0855699279
pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky,LEAF pool,LEAF,a reliable and independent pool,54453895984252,,229245915840,,60,754,644,54453895984252,754,60,17270004191,416369708,0.01,170000000,150000000000,,16186.8522169621,16149.7269005422,15823.1357711343
pool1ks49mpnl7mhh4eqa7ff3krhqa8nnx7gx04cawe46qnjeufawr5z,MOMONGA,MOGA,できることからやってみよう～　カルダノの普及を目指してがんばります,8516465074,,2839123365,,0,3,644,8516465074,3,0,0,0,0.9,340000000,500000000,,2.5293643444,2.5235409736,2.4723128241
pool1ksfzungz56vxa9sy6hr54v5hf6qx8rmcu6734gqm3qlxucveed6,EUSKL POOL,EUSKL,Main Mission: Cardano Mission,291396849734,,78085292094,,0,124,644,291396849734,124,0,0,0,0,340000000,5000000000,,86.5625170508,86.3634085642,84.6118527049
pool1ksh2u6kktx74ugv8jadrdqttwyjz9074ke82xt6j0qgfvdn43a5,MILKY Pool,MILKY,Producing blocks on mainnet since epoch 208 (ITN).,841404600631,,1610534534,,1,136,644,841404600631,136,1,0,294603218,0.01,340000000,1000000000,,249.8943432919,249.3190072807,244.2577807158
pool1ksh2zpeeqe0rpcug63up5l66g3kr5vf58jraeun82rur6m4g6xz,TRUST Pool,TRUST,Check our Telegram group (t.me/TrustSTORi) for TRUST Governance Token (TPGX) Airdrop for delegating your voting power. DRep ID: drep1ytrf4l0jpl9k703qy5g49hga8eyleea9dl68tehj75ar5kqrxkekg,206813081641,,224582333,,0,78,644,206813081641,78,0,0,0,0.005,340000000,200000000,,61.4224626003,61.2810453366,60.0369987309
